id,sentiment
33831,positive
9030,positive
8471,positive
2068,positive
30933,positive
35356,positive
29265,positive
12024,positive
42523,positive
29765,positive
49923,positive
18915,positive
3048,positive
6255,positive
47620,positive
32675,positive
45393,positive
31644,positive
41341,positive
36126,positive
2115,positive
1891,positive
18961,positive
22085,positive
35119,positive
43574,positive
35064,positive
47574,positive
30214,positive
12916,positive
18701,positive
12600,positive
3427,positive
33397,positive
34758,positive
34483,positive
22005,positive
48214,positive
43198,positive
16979,positive
42203,positive
28043,positive
10824,positive
14930,positive
42923,positive
24007,positive
46387,positive
43380,positive
26179,positive
14047,positive
47512,positive
25302,positive
49679,positive
7065,positive
48349,positive
8522,positive
39485,positive
512,positive
32893,positive
11534,positive
49271,positive
12251,positive
3857,positive
8164,positive
47267,positive
41880,positive
21213,positive
17512,positive
47195,positive
32479,positive
27664,positive
36042,positive
20175,positive
40968,positive
33330,positive
21853,positive
8226,positive
20729,positive
43724,positive
4990,positive
39178,positive
11082,positive
1947,positive
45363,positive
46319,positive
32722,positive
14991,positive
40981,positive
19863,positive
1697,positive
17946,positive
9117,positive
49722,positive
42002,positive
36129,positive
24472,positive
18903,positive
38830,positive
13767,positive
13753,positive
29401,positive
46934,positive
45862,positive
6842,positive
17555,positive
37990,positive
11748,positive
38496,positive
47716,positive
6312,positive
244,positive
38057,positive
1649,positive
39461,positive
11536,positive
18155,positive
21768,positive
33907,positive
17679,positive
28858,positive
5031,positive
13760,positive
42614,positive
21549,positive
16913,positive
35229,positive
6803,positive
22457,positive
28252,positive
41734,positive
41902,positive
40211,positive
44675,positive
44501,positive
44406,positive
38805,positive
4211,positive
8530,positive
11719,positive
14498,positive
9481,positive
19608,positive
42317,positive
5672,positive
7108,positive
17517,positive
11293,positive
38201,positive
43377,positive
49803,positive
48552,positive
47940,positive
12025,positive
45278,positive
47586,positive
19504,positive
29179,positive
23767,positive
13187,positive
19316,positive
43277,positive
3231,positive
24648,positive
24273,positive
48703,positive
26984,positive
1647,positive
32962,positive
25749,positive
47686,positive
35735,positive
8506,positive
27426,positive
17978,positive
28612,positive
37828,positive
8119,positive
29684,positive
24070,positive
30825,positive
32808,positive
47638,positive
12377,positive
2269,positive
2740,positive
28109,positive
18084,positive
43415,positive
22164,positive
22191,positive
45876,positive
6426,positive
35681,positive
27441,positive
7754,positive
49316,positive
14684,positive
5860,positive
32151,positive
22213,positive
12793,positive
2457,positive
2889,positive
41156,positive
4533,positive
28974,positive
749,positive
45662,positive
17120,positive
4367,positive
8842,positive
21967,positive
30288,positive
28063,positive
10428,positive
18985,positive
44261,positive
3461,positive
2612,positive
1325,positive
11372,positive
1210,positive
43605,positive
29438,positive
11226,positive
45989,positive
41942,positive
13706,positive
20496,positive
25088,positive
11758,positive
47281,positive
404,positive
28227,positive
14256,positive
11489,positive
18448,positive
38462,positive
36923,positive
4385,positive
32132,positive
9727,positive
42177,positive
31681,positive
6138,positive
3204,positive
42969,positive
37874,positive
46999,positive
1611,positive
15953,positive
47446,positive
12433,positive
43250,positive
44670,positive
4279,positive
10873,positive
30236,positive
3483,positive
33089,positive
47823,positive
21257,positive
24543,positive
39709,positive
47536,positive
47286,positive
34334,positive
35183,positive
34321,positive
34051,positive
44599,positive
38535,positive
47404,positive
11219,positive
11017,positive
32500,positive
24602,positive
5536,positive
3889,positive
44011,positive
7718,positive
49735,positive
15065,positive
13232,positive
26912,positive
31108,positive
17337,positive
40924,positive
28768,positive
33776,positive
14401,positive
8453,positive
39324,positive
38,positive
1529,positive
23645,positive
41846,positive
40937,positive
36237,positive
47763,positive
24342,positive
37850,positive
12429,positive
20752,positive
48955,positive
15064,positive
22598,positive
12461,positive
36258,positive
1959,positive
38380,positive
10825,positive
20146,positive
7988,positive
43479,positive
18960,positive
49296,positive
6844,positive
40746,positive
18949,positive
44345,positive
23076,positive
28989,positive
11473,positive
14499,positive
44242,positive
16477,positive
40135,positive
47616,positive
47611,positive
48318,positive
30296,positive
45094,positive
15055,positive
8281,positive
17245,positive
19870,positive
7322,positive
45579,positive
37747,positive
18655,positive
11539,positive
6506,positive
42231,positive
13685,positive
12022,positive
29505,positive
32279,positive
27129,positive
30491,positive
7055,positive
38634,positive
38409,positive
37504,positive
46659,positive
22669,positive
10209,positive
23112,positive
10220,positive
27218,positive
23087,positive
24105,positive
35445,positive
43850,positive
18484,positive
29953,positive
36470,positive
15384,positive
35629,positive
49625,positive
39037,positive
15739,positive
5660,positive
12115,positive
32872,positive
46974,positive
33264,positive
38368,positive
1213,positive
20835,positive
6203,positive
48559,positive
908,positive
8990,positive
9893,positive
35298,positive
11259,positive
40692,positive
25693,positive
43935,positive
15781,positive
38829,positive
39918,positive
29622,positive
24869,positive
6184,positive
4324,positive
29896,positive
3905,positive
36091,positive
7109,positive
42311,positive
30175,positive
23598,positive
39600,positive
27329,positive
24266,positive
33209,positive
11949,positive
47479,positive
29535,positive
3014,positive
23099,positive
13990,positive
1497,positive
22072,positive
33880,positive
38578,positive
46364,positive
27223,positive
30591,positive
25184,positive
15848,positive
23254,positive
1850,positive
15515,positive
37596,positive
17256,positive
28488,positive
27569,positive
16528,positive
16851,positive
26655,positive
44228,positive
32286,positive
25041,positive
45188,positive
1516,positive
24647,positive
15497,positive
1048,positive
26685,positive
23043,positive
45433,positive
24742,positive
42209,positive
42678,positive
42253,positive
20035,positive
48268,positive
30515,positive
1568,positive
38105,positive
3738,positive
28352,positive
16034,positive
12335,positive
657,positive
160,positive
33781,positive
12742,positive
32422,positive
14030,positive
38893,positive
27720,positive
1967,positive
34976,positive
37135,positive
30981,positive
13071,positive
30674,positive
39501,positive
31842,positive
36808,positive
12787,positive
14255,positive
42979,positive
35979,positive
8098,positive
22361,positive
41022,positive
39243,positive
37120,positive
44773,positive
1456,positive
47428,positive
17886,positive
30874,positive
16396,positive
23672,positive
39237,positive
22579,positive
29872,positive
17257,positive
40781,positive
12730,positive
4446,positive
10599,positive
23554,positive
37085,positive
42235,positive
19314,positive
31585,positive
20452,positive
13832,positive
20215,positive
26908,positive
17893,positive
31726,positive
30881,positive
4612,positive
8702,positive
22288,positive
33636,positive
43147,positive
30365,positive
14069,positive
6140,positive
49602,positive
23722,positive
13607,positive
20155,positive
45160,positive
18494,positive
45088,positive
3388,positive
47212,positive
9548,positive
25610,positive
187,positive
13632,positive
15641,positive
5572,positive
22883,positive
38667,positive
48129,positive
32742,positive
27141,positive
8543,positive
10832,positive
36134,positive
12240,positive
49689,positive
42312,positive
8654,positive
10859,positive
14828,positive
49137,positive
31341,positive
33675,positive
8985,positive
16227,positive
24701,positive
15700,positive
28598,positive
4503,positive
27648,positive
44940,positive
49681,positive
48482,positive
37589,positive
47482,positive
46730,positive
20595,positive
1353,positive
23968,positive
43778,positive
7691,positive
20916,positive
22756,positive
21830,positive
48681,positive
21636,positive
37527,positive
42030,positive
48212,positive
30080,positive
18031,positive
20113,positive
44238,positive
5481,positive
11146,positive
24675,positive
2560,positive
36896,positive
14080,positive
15328,positive
24427,positive
35251,positive
26595,positive
5470,positive
17243,positive
15723,positive
6272,positive
30128,positive
5342,positive
27020,positive
9877,positive
19587,positive
39762,positive
18102,positive
42521,positive
2313,positive
11608,positive
16322,positive
36410,positive
7882,positive
30188,positive
45192,positive
37355,positive
4605,positive
37700,positive
18309,positive
45560,positive
22519,positive
37703,positive
8300,positive
8391,positive
22946,positive
4323,positive
30422,positive
13819,positive
23799,positive
6405,positive
15878,positive
47295,positive
12081,positive
33163,positive
31326,positive
21714,positive
46738,positive
27516,positive
42083,positive
39118,positive
9884,positive
33980,positive
14460,positive
34651,positive
8641,positive
11092,positive
16767,positive
42292,positive
22590,positive
34005,positive
20243,positive
38778,positive
2131,positive
41986,positive
31025,positive
46922,positive
40890,positive
799,positive
27950,positive
19230,positive
30634,positive
26596,positive
23546,positive
21404,positive
21651,positive
15253,positive
44212,positive
11704,positive
38704,positive
38030,positive
43918,positive
204,positive
33441,positive
8197,positive
48585,positive
46865,positive
19226,positive
38161,positive
29486,positive
39443,positive
13103,positive
38303,positive
15650,positive
33438,positive
31469,positive
32294,positive
1303,positive
39821,positive
4565,positive
26739,positive
28358,positive
13264,positive
15912,positive
43480,positive
27137,positive
5022,positive
24918,positive
13186,positive
7798,positive
22445,positive
17424,positive
30805,positive
27429,positive
38420,positive
4592,positive
9649,positive
19656,positive
10106,positive
13502,positive
14814,positive
47988,positive
20948,positive
15329,positive
35329,positive
4182,positive
22510,positive
28119,positive
46071,positive
47515,positive
47036,positive
33978,positive
42356,positive
3816,positive
25151,positive
40776,positive
16547,positive
46482,positive
9449,positive
49573,positive
29569,positive
15152,positive
35712,positive
49436,positive
4834,positive
41749,positive
10905,positive
45432,positive
31396,positive
29248,positive
25301,positive
20350,positive
1120,positive
31480,positive
43933,positive
21383,positive
8972,positive
13194,positive
7763,positive
37019,positive
21180,positive
36528,positive
32947,positive
30790,positive
8567,positive
29212,positive
11986,positive
24518,positive
41299,positive
46,positive
19670,positive
46381,positive
48722,positive
40910,positive
44042,positive
45290,positive
49390,positive
8696,positive
14143,positive
29699,positive
16895,positive
31473,positive
2326,positive
1194,positive
48759,positive
10495,positive
7126,positive
5259,positive
8046,positive
43376,positive
729,positive
28799,positive
8102,positive
31915,positive
12637,positive
39403,positive
40292,positive
40181,positive
9543,positive
29379,positive
48603,positive
33417,positive
6554,positive
22090,positive
31590,positive
44864,positive
4835,positive
8547,positive
20653,positive
9185,positive
20638,positive
18803,positive
5265,positive
22345,positive
14182,positive
8607,positive
18836,positive
29475,positive
984,positive
30621,positive
48108,positive
42753,positive
17975,positive
877,positive
28611,positive
34702,positive
37125,positive
31226,positive
42691,positive
22614,positive
6127,positive
41890,positive
26498,positive
49571,positive
4798,positive
45654,positive
31638,positive
13351,positive
33468,positive
26429,positive
40713,positive
38316,positive
26648,positive
8128,positive
13206,positive
25817,positive
21926,positive
26695,positive
6470,positive
6532,positive
44251,positive
10168,positive
46537,positive
4624,positive
31319,positive
15044,positive
19598,positive
48248,positive
40634,positive
31382,positive
47576,positive
36952,positive
47272,positive
36644,positive
6544,positive
39439,positive
35577,positive
34207,positive
27639,positive
47553,positive
13732,positive
41808,positive
39876,positive
22787,positive
39267,positive
16885,positive
19786,positive
5495,positive
37708,positive
8646,positive
25618,positive
34865,positive
26812,positive
7719,positive
43419,positive
17594,positive
3755,positive
30985,positive
1364,positive
3237,positive
525,positive
28563,positive
12317,positive
34236,positive
19373,positive
33591,positive
13228,positive
18480,positive
9559,positive
21301,positive
46844,positive
17962,positive
4420,positive
8350,positive
47891,positive
28736,positive
41891,positive
43929,positive
22289,positive
36782,positive
39468,positive
18062,positive
27138,positive
22436,positive
3540,positive
42156,positive
35437,positive
47188,positive
33232,positive
37058,positive
28892,positive
40577,positive
44551,positive
22507,positive
12913,positive
43038,positive
3349,positive
34701,positive
6900,positive
34930,positive
21277,positive
41881,positive
5491,positive
24622,positive
42257,positive
10137,positive
14269,positive
30845,positive
17429,positive
3871,positive
19565,positive
24694,positive
38498,positive
43678,positive
13871,positive
46525,positive
8863,positive
10640,positive
47803,positive
15476,positive
39277,positive
13097,positive
16633,positive
27095,positive
16360,positive
29190,positive
39533,positive
23739,positive
686,positive
9216,positive
3052,positive
26008,positive
11589,positive
14436,positive
19439,positive
39997,positive
4018,positive
16089,positive
2749,positive
19628,positive
25670,positive
31234,positive
33957,positive
24249,positive
26380,positive
45096,positive
36184,positive
21111,positive
40144,positive
16323,positive
43765,positive
42855,positive
40974,positive
15583,positive
25143,positive
13238,positive
14995,positive
22926,positive
16434,positive
39043,positive
32481,positive
7130,positive
3700,positive
17584,positive
23883,positive
14343,positive
46953,positive
24789,positive
8073,positive
24826,positive
17751,positive
32764,positive
19360,positive
41282,positive
2476,positive
28249,positive
7681,positive
41951,positive
234,positive
31509,positive
989,positive
23276,positive
11083,positive
45359,positive
14829,positive
18506,positive
20046,positive
35542,positive
43238,positive
26124,positive
29734,positive
37507,positive
29515,positive
33123,positive
49231,positive
8264,positive
45733,positive
19203,positive
49459,positive
21084,positive
38041,positive
23405,positive
22283,positive
33480,positive
33677,positive
13070,positive
47191,positive
6825,positive
41807,positive
37051,positive
26069,positive
20878,positive
22729,positive
10767,positive
12720,positive
11214,positive
5517,positive
38998,positive
43955,positive
34908,positive
33685,positive
21050,positive
32124,positive
35416,positive
36925,positive
35223,positive
41962,positive
16230,positive
29049,positive
20712,positive
2829,positive
22523,positive
31900,positive
20320,positive
34165,positive
45642,positive
48291,positive
6924,positive
22404,positive
16875,positive
16972,positive
781,positive
17343,positive
40761,positive
11243,positive
38036,positive
14455,positive
40745,positive
23507,positive
34404,positive
49220,positive
19193,positive
21882,positive
28535,positive
41123,positive
29428,positive
20053,positive
2036,positive
6448,positive
41330,positive
20561,positive
31127,positive
49775,positive
13534,positive
7203,positive
36988,positive
29596,positive
31559,positive
25943,positive
7036,positive
36290,positive
12903,positive
14962,positive
34148,positive
1594,positive
32250,positive
30579,positive
47516,positive
36908,positive
3398,positive
45381,positive
31575,positive
7793,positive
23869,positive
11862,positive
22646,positive
3103,positive
25690,positive
42655,positive
15244,positive
4422,positive
29009,positive
38482,positive
42084,positive
45005,positive
33956,positive
7393,positive
8202,positive
21505,positive
49481,positive
38491,positive
17721,positive
48011,positive
12593,positive
5140,positive
15674,positive
5817,positive
25518,positive
11108,positive
49088,positive
25932,positive
34384,positive
9956,positive
9186,positive
35249,positive
9197,positive
10587,positive
47426,positive
49864,positive
49933,positive
27997,positive
568,positive
29654,positive
15741,positive
17087,positive
13747,positive
16535,positive
17992,positive
26954,positive
5748,positive
39197,positive
7913,positive
47230,positive
29182,positive
20567,positive
13795,positive
31349,positive
29599,positive
26157,positive
39506,positive
49091,positive
24026,positive
21644,positive
44862,positive
4134,positive
1109,positive
41144,positive
30435,positive
21024,positive
2422,positive
16160,positive
12261,positive
19669,positive
21064,positive
13798,positive
3358,positive
6239,positive
25094,positive
29168,positive
48149,positive
8013,positive
29944,positive
19007,positive
1011,positive
31855,positive
36330,positive
19481,positive
49116,positive
22866,positive
23627,positive
12269,positive
1074,positive
32736,positive
23804,positive
13488,positive
27377,positive
10636,positive
20381,positive
8844,positive
27125,positive
2390,positive
41769,positive
41953,positive
22274,positive
34090,positive
48116,positive
35233,positive
17391,positive
35006,positive
26805,positive
39871,positive
30502,positive
48204,positive
49915,positive
48522,positive
34935,positive
7987,positive
4743,positive
37537,positive
36271,positive
12996,positive
23891,positive
22214,positive
8793,positive
46125,positive
3313,positive
21196,positive
49268,positive
6956,positive
1441,positive
45250,positive
7316,positive
43628,positive
27826,positive
36426,positive
13271,positive
4027,positive
34974,positive
31495,positive
31628,positive
31950,positive
36998,positive
7165,positive
10246,positive
22639,positive
46400,positive
42281,positive
14812,positive
12702,positive
1184,positive
10133,positive
43651,positive
44844,positive
9621,positive
46608,positive
43148,positive
8957,positive
32051,positive
3518,positive
9087,positive
37004,positive
9815,positive
15446,positive
2789,positive
19605,positive
46560,positive
14177,positive
18535,positive
2714,positive
25067,positive
6553,positive
34162,positive
27121,positive
27802,positive
27088,positive
18054,positive
30393,positive
5851,positive
8724,positive
13828,positive
29816,positive
1485,positive
25788,positive
33644,positive
20843,positive
6253,positive
34253,positive
26472,positive
45630,positive
18334,positive
35144,positive
9388,positive
1630,positive
31786,positive
34883,positive
405,positive
13464,positive
37736,positive
25005,positive
47757,positive
20355,positive
21674,positive
2474,positive
15506,positive
8205,positive
29457,positive
42146,positive
24706,positive
38207,positive
45565,positive
46666,positive
11752,positive
41747,positive
41215,positive
34508,positive
9396,positive
29023,positive
17543,positive
18215,positive
7606,positive
12166,positive
31346,positive
31898,positive
48609,positive
8086,positive
18839,positive
30467,positive
32175,positive
29506,positive
14134,positive
20602,positive
47730,positive
19017,positive
42756,positive
34373,positive
9469,positive
39596,positive
2581,positive
4923,positive
5144,positive
8122,positive
28195,positive
38887,positive
13716,positive
15450,positive
22264,positive
693,positive
27550,positive
33693,positive
15282,positive
44853,positive
4704,positive
43011,positive
14811,positive
41477,positive
39041,positive
35918,positive
25262,positive
21744,positive
13477,positive
13020,positive
36386,positive
49010,positive
39885,positive
41448,positive
28384,positive
29524,positive
28846,positive
7667,positive
48646,positive
48825,positive
5919,positive
47451,positive
29270,positive
30179,positive
27448,positive
30098,positive
19092,positive
34824,positive
8490,positive
21165,positive
47186,positive
30215,positive
45771,positive
10148,positive
22608,positive
17389,positive
35884,positive
9297,positive
39971,positive
2031,positive
8414,positive
14758,positive
3939,positive
2305,positive
42473,positive
19841,positive
43424,positive
47736,positive
28073,positive
14235,positive
22718,positive
44460,positive
18790,positive
26551,positive
4966,positive
29434,positive
41303,positive
12605,positive
2123,positive
18945,positive
28133,positive
39886,positive
9752,positive
36402,positive
39246,positive
5032,positive
32973,positive
1135,positive
36574,positive
47075,positive
8966,positive
10263,positive
48787,positive
40315,positive
34819,positive
14013,positive
3812,positive
23791,positive
1483,positive
1523,positive
7697,positive
7051,positive
8320,positive
22525,positive
42322,positive
5568,positive
370,positive
19780,positive
48700,positive
16870,positive
14914,positive
7780,positive
44869,positive
25377,positive
15347,positive
17857,positive
38374,positive
34474,positive
14767,positive
32177,positive
24661,positive
7942,positive
31256,positive
87,positive
28121,positive
13066,positive
31224,positive
34577,positive
30006,positive
19903,positive
21937,positive
27589,positive
15686,positive
12313,positive
34517,positive
7392,positive
29467,positive
10184,positive
10374,positive
39576,positive
23452,positive
32668,positive
38472,positive
13913,positive
22934,positive
7014,positive
10845,positive
16236,positive
23988,positive
36890,positive
29281,positive
14693,positive
42384,positive
14570,positive
25158,positive
24890,positive
40071,positive
32069,positive
15118,positive
44461,positive
9863,positive
40948,positive
15521,positive
49939,positive
32568,positive
35561,positive
24964,positive
12773,positive
39927,positive
34911,positive
8860,positive
2273,positive
25312,positive
13475,positive
36959,positive
31998,positive
19713,positive
23964,positive
12382,positive
19543,positive
5521,positive
33220,positive
15129,positive
36812,positive
46384,positive
18408,positive
25265,positive
3654,positive
3131,positive
48490,positive
10769,positive
41166,positive
28988,positive
16181,positive
23279,positive
38600,positive
24439,positive
25445,positive
22121,positive
34704,positive
3317,positive
7118,positive
38053,positive
42963,positive
42440,positive
49578,positive
1235,positive
38877,positive
11356,positive
7304,positive
14625,positive
38638,positive
6024,positive
23491,positive
17626,positive
33119,positive
19192,positive
40828,positive
11386,positive
28097,positive
10567,positive
38729,positive
2381,positive
21406,positive
33146,positive
2325,positive
48850,positive
8435,positive
48453,positive
22480,positive
49338,positive
41236,positive
44968,positive
186,positive
5260,positive
14095,positive
14559,positive
49644,positive
15808,positive
29963,positive
35489,positive
42669,positive
20130,positive
8993,positive
12633,positive
8035,positive
48039,positive
168,positive
27534,positive
10951,positive
31508,positive
24227,positive
328,positive
24540,positive
44969,positive
3120,positive
2773,positive
42537,positive
18937,positive
25728,positive
18311,positive
13055,positive
15751,positive
18109,positive
49465,positive
39107,positive
14352,positive
2038,positive
5776,positive
28761,positive
8225,positive
11979,positive
19086,positive
25854,positive
6930,positive
42445,positive
4553,positive
39253,positive
6081,positive
24644,positive
34897,positive
11532,positive
45368,positive
23352,positive
30528,positive
24920,positive
42873,positive
14621,positive
19038,positive
45548,positive
48926,positive
10315,positive
47772,positive
16676,positive
46020,positive
3354,positive
13562,positive
16170,positive
7069,positive
47239,positive
22979,positive
31708,positive
46971,positive
17332,positive
3304,positive
16694,positive
28542,positive
24177,positive
9316,positive
28273,positive
19473,positive
7127,positive
31229,positive
49729,positive
24702,positive
335,positive
40985,positive
20115,positive
35132,positive
40962,positive
42629,positive
30690,positive
20440,positive
19336,positive
8658,positive
36025,positive
39981,positive
14422,positive
24462,positive
31913,positive
27421,positive
49833,positive
26525,positive
2037,positive
15411,positive
1344,positive
36215,positive
34398,positive
39398,positive
16206,positive
2345,positive
14564,positive
39396,positive
3106,positive
3572,positive
14608,positive
20731,positive
42001,positive
38943,positive
18791,positive
43186,positive
17713,positive
45722,positive
38708,positive
36790,positive
36363,positive
28928,positive
41407,positive
16843,positive
23821,positive
37065,positive
22080,positive
22198,positive
15070,positive
49070,positive
954,positive
7022,positive
19388,positive
18767,positive
42998,positive
18920,positive
24499,positive
42220,positive
25886,positive
47154,positive
26307,positive
10775,positive
33511,positive
34875,positive
9131,positive
47500,positive
3268,positive
2423,positive
9302,positive
5444,positive
35557,positive
31257,positive
24190,positive
12020,positive
38169,positive
6424,positive
40579,positive
807,positive
3705,positive
16989,positive
1169,positive
48203,positive
14068,positive
34049,positive
29733,positive
48768,positive
24565,positive
34995,positive
14043,positive
33992,positive
13431,positive
13364,positive
42128,positive
25310,positive
46510,positive
14690,positive
13836,positive
12064,positive
23022,positive
14655,positive
26770,positive
25718,positive
33191,positive
11162,positive
6995,positive
37395,positive
25715,positive
23549,positive
24573,positive
44989,positive
39322,positive
13010,positive
25434,positive
36079,positive
42337,positive
32853,positive
10250,positive
31536,positive
26834,positive
8499,positive
36651,positive
19580,positive
35858,positive
46664,positive
48765,positive
329,positive
4379,positive
26636,positive
22791,positive
15029,positive
8926,positive
12389,positive
42066,positive
39777,positive
22681,positive
23208,positive
17144,positive
3888,positive
8784,positive
3366,positive
40258,positive
25865,positive
17384,positive
9383,positive
1549,positive
35586,positive
41430,positive
8833,positive
20762,positive
4150,positive
19197,positive
788,positive
45440,positive
18101,positive
44291,positive
41321,positive
43563,positive
53,positive
22885,positive
48643,positive
38554,positive
38784,positive
37730,positive
40508,positive
22157,positive
14708,positive
40907,positive
10112,positive
15858,positive
6183,positive
6574,positive
3535,positive
40899,positive
1708,positive
20610,positive
22153,positive
49737,positive
29358,positive
27027,positive
47104,positive
25114,positive
19938,positive
11182,positive
45949,positive
43763,positive
35612,positive
41997,positive
30486,positive
27230,positive
23461,positive
3588,positive
24023,positive
34809,positive
31328,positive
12977,positive
23143,positive
34387,positive
10656,positive
12578,positive
13601,positive
27738,positive
46105,positive
15947,positive
21268,positive
3404,positive
385,positive
34396,positive
43455,positive
1536,positive
2779,positive
35118,positive
15441,positive
42511,positive
26256,positive
36768,positive
14331,positive
378,positive
47977,positive
49183,positive
19315,positive
37690,positive
49812,positive
41618,positive
39218,positive
3796,positive
7001,positive
21817,positive
28242,positive
34182,positive
21563,positive
6551,positive
12428,positive
10027,positive
21541,positive
1350,positive
29581,positive
12007,positive
21900,positive
16272,positive
40857,positive
17367,positive
19554,positive
43362,positive
11642,positive
4431,positive
30140,positive
7515,positive
12126,positive
37906,positive
42660,positive
11368,positive
7907,positive
19857,positive
40338,positive
15732,positive
35990,positive
24354,positive
19773,positive
8505,positive
46936,positive
47937,positive
2195,positive
1474,positive
30544,positive
48046,positive
48354,positive
3431,positive
28157,positive
5542,positive
28487,positive
12111,positive
20275,positive
33433,positive
1987,positive
31008,positive
15135,positive
30073,positive
1730,positive
29875,positive
21587,positive
11716,positive
1113,positive
27359,positive
33829,positive
19254,positive
13,positive
15251,positive
32259,positive
36158,positive
32609,positive
49221,positive
11545,positive
41556,positive
7362,positive
16348,positive
6638,positive
37179,positive
43540,positive
27101,positive
17782,positive
8989,positive
49976,positive
38432,positive
16073,positive
21950,positive
1539,positive
4597,positive
44404,positive
1173,positive
49509,positive
10698,positive
38007,positive
26545,positive
37414,positive
5679,positive
26883,positive
11520,positive
15181,positive
13401,positive
42675,positive
905,positive
19015,positive
7733,positive
3408,positive
13863,positive
29021,positive
38940,positive
5107,positive
34469,positive
33709,positive
14963,positive
31007,positive
41358,positive
38837,positive
19048,positive
21533,positive
41619,positive
31592,positive
11410,positive
24421,positive
27523,positive
7529,positive
16057,positive
14550,positive
35095,positive
34856,positive
23376,positive
15090,positive
21987,positive
33770,positive
47648,positive
18519,positive
13611,positive
9355,positive
6166,positive
4161,positive
47650,positive
45371,positive
14283,positive
47714,positive
33809,positive
15297,positive
15157,positive
27652,positive
20543,positive
4916,positive
297,positive
7694,positive
20794,positive
42570,positive
11699,positive
24488,positive
19852,positive
35434,positive
16825,positive
2138,positive
37868,positive
47769,positive
34535,positive
34829,positive
1244,positive
11200,positive
11098,positive
1944,positive
42746,positive
24611,positive
49816,positive
35310,positive
2384,positive
5908,positive
11216,positive
14446,positive
23207,positive
37002,positive
48422,positive
36392,positive
37181,positive
2214,positive
24761,positive
36725,positive
32724,positive
27492,positive
17375,positive
39427,positive
34731,positive
23198,positive
28364,positive
39081,positive
21951,positive
45668,positive
36572,positive
43656,positive
20022,positive
7656,positive
17945,positive
23882,positive
38699,positive
21930,positive
13570,positive
41994,positive
5745,positive
30228,positive
48017,positive
4218,positive
24751,positive
15456,positive
10730,positive
20287,positive
33185,positive
48100,positive
13802,positive
18263,positive
23567,positive
29042,positive
3289,positive
13236,positive
23579,positive
45718,positive
22262,positive
26094,positive
6501,positive
21060,positive
41706,positive
24124,positive
571,positive
30654,positive
17934,positive
35471,positive
14666,positive
15041,positive
5933,positive
32940,positive
17433,positive
41203,positive
11714,positive
39153,positive
25929,positive
28644,positive
14723,positive
30381,positive
16355,positive
29020,positive
203,positive
31676,positive
24867,positive
45030,positive
34502,positive
7575,positive
22149,positive
45159,positive
11299,positive
41100,positive
44222,positive
21239,positive
45938,positive
4557,positive
43633,positive
11584,positive
42801,positive
37961,positive
41479,positive
27669,positive
2487,positive
4532,positive
37196,positive
43264,positive
5853,positive
15462,positive
43526,positive
23311,positive
7356,positive
626,positive
27567,positive
6566,positive
4815,positive
36110,positive
3309,positive
14616,positive
19282,positive
48344,positive
41044,positive
23302,positive
4888,positive
41323,positive
21824,positive
48706,positive
25595,positive
856,positive
27466,positive
41098,positive
40172,positive
38525,positive
36723,positive
40017,positive
13824,positive
11904,positive
25556,positive
24451,positive
29533,positive
34020,positive
47092,positive
42454,positive
12263,positive
7339,positive
24258,positive
19318,positive
14999,positive
49445,positive
44729,positive
31150,positive
28466,positive
45235,positive
30497,positive
7684,positive
24263,positive
48317,positive
16083,positive
47175,positive
5133,positive
9947,positive
44095,positive
43693,positive
4698,positive
33758,positive
7933,positive
34471,positive
24615,positive
44786,positive
42125,positive
6991,positive
18053,positive
17371,positive
805,positive
39169,positive
45427,positive
48027,positive
38493,positive
46428,positive
49265,positive
17173,positive
10617,positive
1089,positive
42363,positive
29590,positive
5607,positive
35985,positive
35454,positive
14393,positive
28662,positive
27162,positive
2224,positive
49011,positive
44921,positive
5147,positive
9346,positive
30740,positive
21144,positive
955,positive
48176,positive
25511,positive
4870,positive
35809,positive
23406,positive
12812,positive
41135,positive
42108,positive
4670,positive
39384,positive
31421,positive
10194,positive
3009,positive
22924,positive
25350,positive
7984,positive
31501,positive
23214,positive
8916,positive
5959,positive
3019,positive
27700,positive
38549,positive
26794,positive
13723,positive
41672,positive
32180,positive
39036,positive
34010,positive
48190,positive
20357,positive
16026,positive
40099,positive
34177,positive
18397,positive
41060,positive
19567,positive
7326,positive
6289,positive
21396,positive
47318,positive
17110,positive
16956,positive
10484,positive
21371,positive
17039,positive
47162,positive
22508,positive
27128,positive
46592,positive
20505,positive
45406,positive
10795,positive
21339,positive
30231,positive
25742,positive
3912,positive
41177,positive
22801,positive
18017,positive
18324,positive
7272,positive
24736,positive
9418,positive
16710,positive
8174,positive
45417,positive
3340,positive
26155,positive
36930,positive
17414,positive
36657,positive
34710,positive
30187,positive
46450,positive
10452,positive
36763,positive
21427,positive
38089,positive
49321,positive
29775,positive
38362,positive
46925,positive
49856,positive
44190,positive
33366,positive
24914,positive
18567,positive
9902,positive
7791,positive
49924,positive
31607,positive
23324,positive
9810,positive
31762,positive
10911,positive
29925,positive
13921,positive
29613,positive
23940,positive
13740,positive
43242,positive
3652,positive
35305,positive
7262,positive
44002,positive
23642,positive
10081,positive
1195,positive
26115,positive
1600,positive
6529,positive
3252,positive
14967,positive
39681,positive
43964,positive
42422,positive
18723,positive
25148,positive
19523,positive
26926,positive
41145,positive
